timestamp,Open,High,Low,Close,Volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-05-04,0.5,1.5,0.5,0.8899,20890213.82,1525478399999.0,18946724.6944755,37492.0,8580293.34,7765705.5420755,0.0
2018-05-05,0.8898,0.935,0.888,0.9028,16816165.3,1525564799999.0,15282000.0777909,26476.0,8057022.91,7321986.1399994,0.0
2018-05-06,0.9028,0.918,0.83774,0.86483,16002035.8,1525651199999.0,13997141.5638168,28713.0,7105353.54,6202720.6376838,0.0
2018-05-07,0.86482,0.86886,0.8,0.8249,17303486.4,1525737599999.0,14192279.7292327,29174.0,7663873.06,6270763.1524248,0.0
2018-05-08,0.8249,0.84802,0.792,0.80667,12971303.18,1525823999999.0,10571844.1306248,23010.0,5941956.44,4847939.688014,0.0
2018-05-09,0.80667,0.81894,0.7569,0.79481,13982375.89,1525910399999.0,11014807.2399319,26971.0,6959966.53,5481454.8884517,0.0
2018-05-10,0.79481,0.80572,0.74085,0.74558,10136895.73,1525996799999.0,7949198.409258,20175.0,4439818.93,3482182.6810076,0.0
2018-05-11,0.7492,0.75602,0.64758,0.6761,31292480.04,1526083199999.0,21611338.0498561,50248.0,14712053.67,10103226.2877778,0.0
2018-05-12,0.67376,0.71,0.62519,0.68522,18181151.11,1526169599999.0,12223888.8379142,33907.0,7997751.67,5381952.9203652,0.0
2018-05-13,0.68192,0.7501,0.66456,0.72999,17521261.77,1526255999999.0,12503150.5196937,29953.0,8303020.7,5916965.1230793,0.0
2018-05-14,0.72999,0.7499,0.68585,0.72694,21771364.96,1526342399999.0,15661876.5437869,35859.0,9846287.51,7081706.547908,0.0
2018-05-15,0.72695,0.74892,0.6801,0.689,12951988.45,1526428799999.0,9315740.4729229,22403.0,6043057.82,4344307.1402962,0.0
2018-05-16,0.689,0.712,0.65756,0.70585,11182432.7,1526515199999.0,7602189.9923878,18836.0,5378728.97,3658187.3211456,0.0
2018-05-17,0.70942,0.712,0.6482,0.65849,10070061.14,1526601599999.0,6897498.1823117,17108.0,4900105.69,3364677.4611544,0.0
2018-05-18,0.65849,0.68255,0.646,0.67766,10140675.13,1526687999999.0,6745876.6916484,17434.0,4897821.95,3264359.2222635,0.0
2018-05-19,0.67698,0.69139,0.6611,0.67339,6854397.75,1526774399999.0,4624460.5306185,11991.0,3406639.88,2298450.0819077,0.0
2018-05-20,0.67483,0.70659,0.668,0.6994,8055673.92,1526860799999.0,5558451.0162887,15301.0,4443174.05,3067546.8924936,0.0
2018-05-21,0.6994,0.705,0.66666,0.67612,7908213.57,1526947199999.0,5420030.2894863,15647.0,3350164.18,2296478.1730167,0.0
2018-05-22,0.67612,0.67817,0.635,0.63782,7567010.71,1527033599999.0,4982003.424795,14642.0,3434610.57,2258972.1051671,0.0
2018-05-23,0.63782,0.64488,0.5731,0.59198,20078062.21,1527119999999.0,12176385.086686,31407.0,9130039.89,5543765.1973045,0.0
2018-05-24,0.59053,0.64,0.57617,0.62814,14214140.1,1527206399999.0,8700112.8757114,24696.0,6528856.78,3995619.0036634,0.0
2018-05-25,0.62966,0.63391,0.59336,0.60459,20060607.91,1527292799999.0,12208461.5322743,22182.0,11606885.16,7059761.6221055,0.0
2018-05-26,0.60596,0.62618,0.59771,0.60852,25800066.42,1527379199999.0,15835491.8882858,20665.0,15979550.23,9814600.7783622,0.0
2018-05-27,0.60907,0.648,0.59705,0.60416,23735080.8,1527465599999.0,14343498.0709639,17852.0,14690368.57,8886803.0844117,0.0
2018-05-28,0.60417,0.6091,0.5434,0.54689,29854808.11,1527551999999.0,17222339.8894059,26621.0,15977400.95,9226361.6386967,0.0
2018-05-29,0.54689,0.60921,0.54303,0.59998,30948291.22,1527638399999.0,17917595.5436051,27166.0,17587477.66,10168521.2321253,0.0
2018-05-30,0.5997,0.626,0.58101,0.60149,31305613.07,1527724799999.0,18886579.3618361,25759.0,17746483.17,10710970.1122182,0.0
2018-05-31,0.60051,0.62255,0.58829,0.6114,33579966.89,1527811199999.0,20482812.8093579,28332.0,18354470.71,11196589.998735,0.0
2018-06-01,0.6114,0.62428,0.6024,0.62151,34403361.87,1527897599999.0,21071397.5305232,26882.0,20665105.55,12660032.0391702,0.0
2018-06-02,0.62236,0.65204,0.61513,0.64269,37211532.2,1527983999999.0,23702560.1167091,30570.0,22153226.27,14105395.2477296,0.0
2018-06-03,0.64285,0.69101,0.63862,0.6901,37142715.53,1528070399999.0,24486265.639337,34763.0,21732634.39,14319099.9793306,0.0
2018-06-04,0.6901,0.707,0.6351,0.65507,48289982.65,1528156799999.0,32100617.0883567,51519.0,25998134.35,17279792.4946701,0.0
2018-06-05,0.65508,0.686,0.6328,0.67464,42509387.77,1528243199999.0,28070582.1314106,39571.0,24818974.98,16389459.145474,0.0
2018-06-06,0.67507,0.6833,0.653,0.6741,34326183.79,1528329599999.0,22997564.6483558,31424.0,20599033.56,13805804.0412227,0.0
2018-06-07,0.6738,0.69,0.67089,0.67756,35031819.04,1528415999999.0,23809284.7139929,28989.0,21586892.03,14672978.5676339,0.0
2018-06-08,0.6777,0.68,0.65832,0.6721,32089604.02,1528502399999.0,21502857.3219476,22990.0,18737083.13,12559804.2806458,0.0
2018-06-09,0.67211,0.68,0.65514,0.6574,31323211.84,1528588799999.0,20988079.8735296,19776.0,18206205.9,12208798.9750629,0.0
2018-06-10,0.65687,0.6585,0.55,0.58201,47688606.63,1528675199999.0,28984633.4576875,45053.0,25100135.37,15278981.5989341,0.0
2018-06-11,0.58202,0.6,0.56,0.59989,23744329.91,1528761599999.0,13711198.2992459,26713.0,13867760.56,8009105.2312261,0.0
2018-06-12,0.59901,0.5991,0.5415,0.5556,29332950.65,1528847999999.0,16778215.9525018,27017.0,15424402.47,8815958.8770461,0.0
2018-06-13,0.5556,0.56124,0.50401,0.52862,36877773.15,1528934399999.0,19678707.3890784,30883.0,20602550.49,11010929.2816884,0.0
2018-06-14,0.52863,0.569,0.51934,0.55769,35000456.5,1529020799999.0,19168374.218116,28822.0,20510351.5,11228402.011232,0.0
2018-06-15,0.55765,0.55927,0.52447,0.53258,25702497.7,1529107199999.0,14014574.412175,21219.0,15663637.3,8541662.411823,0.0
2018-06-16,0.53224,0.5385,0.51733,0.53275,26240580.6,1529193599999.0,13928650.364901,19238.0,16056639.0,8527625.744733,0.0
2018-06-17,0.53232,0.5437,0.51999,0.52617,33461820.8,1529279999999.0,17731742.407787,18128.0,18034481.0,9558256.288054,0.0
2018-06-18,0.52669,0.5535,0.50818,0.5387,33893328.6,1529366399999.0,17838659.679919,25331.0,20603533.7,10841629.76694,0.0
2018-06-19,0.53835,0.56185,0.5207,0.54834,28857265.3,1529452799999.0,15666561.302406,20714.0,16365493.6,8893886.674231,0.0
2018-06-20,0.54833,0.55188,0.52065,0.53916,34683099.0,1529539199999.0,18569764.370552,23483.0,20711928.9,11101717.948877,0.0
2018-06-21,0.53919,0.549,0.52899,0.53457,29891909.8,1529625599999.0,16084409.984671,19507.0,19276600.6,10369959.259792,0.0
2018-06-22,0.5342,0.53506,0.46859,0.48216,41843180.71,1529711999999.0,21054452.0977786,31757.0,22942765.47,11565072.4841051,0.0
2018-06-23,0.48287,0.49909,0.47333,0.49005,27230808.7,1529798399999.0,13211906.742514,18211.0,17097902.7,8295627.461121,0.0
2018-06-24,0.48963,0.51,0.43724,0.47331,41451907.36,1529884799999.0,19228982.693618,32181.0,24177040.42,11231760.881433,0.0
2018-06-25,0.47418,0.4992,0.47123,0.48125,31726495.2,1529971199999.0,15210518.564136,21583.0,19582746.5,9388230.827206,0.0
2018-06-26,0.48125,0.48241,0.4511,0.453,17670678.0,1530057599999.0,8310814.136168,12386.0,10125106.1,4766770.133809,0.0
2018-06-27,0.45218,0.47518,0.44787,0.4701,29671588.2,1530143999999.0,13726173.831504,17841.0,17697213.7,8189649.829659,0.0
2018-06-28,0.47042,0.47396,0.442,0.44575,35784353.9,1530230399999.0,16443331.069985,19786.0,20239951.2,9318276.359917,0.0
2018-06-29,0.4463,0.46124,0.42393,0.45321,37535516.8,1530316799999.0,16486127.909613,24570.0,21585798.4,9478605.773986,0.0
2018-06-30,0.45346,0.48318,0.45312,0.46796,37495051.8,1530403199999.0,17496283.246416,22107.0,21807780.6,10181290.398745,0.0
2018-07-01,0.46797,0.46989,0.45007,0.46222,31676174.1,1530489599999.0,14527131.724696,16731.0,18318221.9,8406621.938793,0.0
2018-07-02,0.46222,0.4954,0.452,0.4899,39873781.8,1530575999999.0,18861835.883111,24340.0,23606073.3,11171729.493479,0.0
2018-07-03,0.48913,0.52,0.47801,0.4844,44333181.6,1530662399999.0,22062745.014106,28822.0,25727690.8,12797155.682281,0.0
2018-07-04,0.48469,0.508,0.47941,0.49097,26722886.3,1530748799999.0,13200046.150371,16907.0,14314761.4,7074668.345457,0.0
2018-07-05,0.49155,0.50295,0.46887,0.4769,30689285.9,1530835199999.0,14877622.127311,20079.0,17709409.3,8587486.775315,0.0
2018-07-06,0.47772,0.48156,0.45747,0.47698,26805008.7,1530921599999.0,12625528.914747,17487.0,16236899.3,7653807.819314,0.0
2018-07-07,0.47644,0.488,0.46381,0.48494,28584029.2,1531007999999.0,13447638.637185,14854.0,18050351.1,8494783.695036,0.0
2018-07-08,0.4852,0.48798,0.4751,0.47915,31480979.3,1531094399999.0,15227900.93218,17034.0,19421259.9,9399285.986977,0.0
2018-07-09,0.47872,0.48201,0.47015,0.473,26690553.6,1531180799999.0,12722388.76024,15248.0,15641198.8,7458560.563701,0.0
2018-07-10,0.4728,0.47338,0.43866,0.44337,30651668.1,1531267199999.0,13915044.9298,19920.0,17853341.0,8105557.66034,0.0
2018-07-11,0.44247,0.45134,0.43957,0.44872,28635928.2,1531353599999.0,12781404.225893,16031.0,17455352.2,7794058.269067,0.0
2018-07-12,0.449,0.44932,0.4236,0.43675,30380599.5,1531439999999.0,13249846.551343,16925.0,18144258.1,7917758.176384,0.0
2018-07-13,0.43706,0.44509,0.43001,0.43754,33168644.3,1531526399999.0,14593937.357387,18301.0,19947082.5,8780500.44585,0.0
2018-07-14,0.43761,0.4443,0.431,0.43864,27141582.3,1531612799999.0,11872724.616941,13496.0,17615525.3,7707017.212705,0.0
2018-07-15,0.43864,0.45004,0.43509,0.44681,33882949.8,1531699199999.0,15040196.535797,16126.0,20628126.7,9158715.036178,0.0
2018-07-16,0.44695,0.4858,0.4435,0.48173,41419524.1,1531785599999.0,19088386.241065,26379.0,24094170.3,11090907.002703,0.0
2018-07-17,0.48173,0.52019,0.4665,0.50728,48166296.2,1531871999999.0,23548100.522162,32812.0,27008288.0,13209075.015318,0.0
2018-07-18,0.50651,0.52525,0.4752,0.48868,48747453.6,1531958399999.0,24610955.767417,37079.0,27194739.9,13760004.55911,0.0
2018-07-19,0.48869,0.495,0.47125,0.47687,36600560.0,1532044799999.0,17630279.611388,23113.0,21929041.6,10562977.052267,0.0
2018-07-20,0.47703,0.4773,0.431,0.44439,40745516.2,1532131199999.0,18539211.491687,27061.0,22653021.4,10316327.031469,0.0
2018-07-21,0.4444,0.459,0.4346,0.45506,28483991.4,1532217599999.0,12866104.784527,17507.0,18744840.2,8470719.147022,0.0
2018-07-22,0.45467,0.46409,0.44589,0.44859,32232347.2,1532303999999.0,14665477.900179,17774.0,20018428.5,9104536.343544,0.0
2018-07-23,0.44859,0.46371,0.44212,0.44499,30316389.9,1532390399999.0,13697250.548571,18532.0,17914298.6,8092497.175798,0.0
2018-07-24,0.4452,0.4715,0.438,0.45885,43532211.2,1532476799999.0,19790934.546181,28932.0,25026198.5,11374295.436158,0.0
2018-07-25,0.45741,0.46878,0.45153,0.4598,42650288.4,1532563199999.0,19640124.678339,25272.0,23850021.4,10983178.195061,0.0
2018-07-26,0.45983,0.46887,0.44538,0.44968,38041528.4,1532649599999.0,17513597.40406,23172.0,21469578.9,9886532.621174,0.0
2018-07-27,0.44878,0.462,0.444,0.4555,35252979.8,1532735999999.0,15945776.398794,20570.0,20737290.3,9382582.856884,0.0
